序号,简体,繁体,异体,日文
2075,吕,呂,吕,呂
2076,吊,吊,㕘,吊
2077,吃,吃,㕘,吃
2078,因,因,㕘,因
2079,吸,吸,㕘,吸
2080,吗,嗎,吗,嗎
2081,屿,嶼,屿,嶼
2082,帆,帆,㕘,帆
2083,岁,歲,岁,歳
2084,回,回,㕘,回
2085,岂,豈,岂,豈
2086,则,則,则,則
2087,刚,剛,刚,剛
2088,网,網,网,網
2089,肉,肉,㕘,肉
2090,年,年,㕘,年
2091,朱,朱,㕘,朱
2092,先,先,㕘,先
2093,丢,丟,丢,丟
2094,舌,舌,㕘,舌
2095,竹,竹,㕘,竹
2096,迁,遷,迁,遷
2097,乔,喬,乔,喬
2098,伟,偉,伟,偉
2099,传,傳,传,伝
2100,乒,乒,㕘,乒
2101,乓,乓,㕘,乓
2102,休,休,㕘,休
2103,伍,伍,㕘,伍
2104,伏,伏,㕘,伏
2105,优,優,优,優
2106,伐,伐,㕘,伐
2107,延,延,㕘,延
2108,仲,仲,㕘,仲
2109,件,件,㕘,件
2110,任,任,㕘,任
2111,伤,傷,伤,傷
2112,价,價,价,価
2113,伦,倫,伦,倫
2114,份,份,㕘,份
2115,仰,仰,㕘,仰
2116,仿,仿,㕘,仿
2117,伙,夥,伙,伙
2118,伪,偽,伪,偽
2119,伊,伊,㕘,伊
2120,似,似,㕘,似
2121,血,血,㕘,血
2122,向,向,㕘,向
2123,行,行,㕘,行
2124,后,後,后,後
2125,舟,舟,㕘,舟
2126,全,全,㕘,全
2127,会,會,会,会
2128,杀,殺,杀,殺
2129,合,合,㕘,合
2130,兆,兆,㕘,兆
2131,企,企,㕘,企
2132,众,眾,众,衆
2133,爷,爺,爷,爺
2134,伞,傘,伞,傘
2135,创,創,创,創
2136,肌,肌,㕘,肌
2137,肋,肋,㕘,肋
2138,朵,朵,㕘,朵
2139,杂,雜,杂,雑
2140,危,危,㕘,危
2141,负,負,负,負
2142,争,爭,争,争
2143,色,色,㕘,色
2144,壮,壯,壮,壮
2145,冲,衝,冲,衝
2146,冰,冰,㕘,氷
2147,庄,莊,庄,荘
2148,庆,慶,庆,慶
2149,亦,亦,㕘,亦
2150,刘,劉,刘,劉
2151,齐,齊,齐,斉
2152,交,交,㕘,交
2153,次,次,㕘,次
2154,衣,衣,㕘,衣
2155,产,產,产,産
2156,决,決,决,決
2157,充,充,㕘,充
2158,妄,妄,㕘,妄
2159,闭,閉,闭,閉
2160,问,問,问,問
2161,闯,闖,闯,闖
2162,并,並,并,並
2163,关,關,关,関
2164,米,米,㕘,米
2165,灯,燈,灯,灯
2166,州,州,洲,州
2167,汗,汗,㕘,汗
2168,污,污,汙,污
2169,江,江,㕘,江
2170,池,池,㕘,池
2171,汤,湯,汤,湯
2172,忙,忙,㕘,忙
2173,兴,興,兴,興
2174,宇,宇,㕘,宇
2175,守,守,㕘,守
2176,宅,宅,㕘,宅
2177,字,字,㕘,字
2178,安,安,㕘,安
2179,讲,講,讲,講
2180,讳,諱,讳,諱
2181,军,軍,军,軍
2182,讶,訝,讶,訝
2183,许,許,许,許
2184,论,論,论,論
2185,讼,訟,讼,訟
2186,农,農,农,農
2187,讽,諷,讽,諷
2188,设,設,设,設
2189,访,訪,访,訪
2190,寻,尋,寻,尋
2191,导,導,导,導
2192,异,異,异,異
2193,孙,孫,孙,孫
2194,阵,陣,阵,陣
2195,阳,陽,阳,陽
2196,收,收,㕘,収
2197,阶,階,阶,階
2198,阴,陰,阴,陰
2199,防,防,㕘,防
2200,奸,奸,㕘,奸
2201,如,如,㕘,如
2202,妇,婦,妇,婦
2203,好,好,㕘,好
2204,她,她,㕘,她
2205,妈,媽,妈,媽
2206,戏,戲,戏,戯
2207,羽,羽,㕘,羽
2208,观,觀,观,観
2209,欢,歡,欢,歓
2210,买,買,买,買
2211,红,紅,红,紅
2212,约,約,约,約
2213,级,級,级,級
2214,纪,紀,纪,紀
2215,驰,馳,驰,馳
2216,巡,巡,㕘,巡
2217,寿,壽,寿,寿
2218,弄,弄,㕘,弄
2219,麦,麥,麦,麦
2220,形,形,㕘,形
2221,进,進,进,進
2222,戒,戒,㕘,戒
2223,吞,吞,㕘,吞
2224,远,遠,远,遠
2225,违,違,违,違
2226,划,劃,划,劃
2227,迈,邁,迈,邁
2228,毕,畢,毕,畢
2229,至,至,㕘,至
2230,此,此,㕘,此
2231,贞,貞,贞,貞
2232,师,師,师,師
2233,尘,塵,尘,塵
2234,尖,尖,㕘,尖
2235,劣,劣,㕘,劣
2236,光,光,㕘,光
2237,当,當,当,当
2238,早,早,㕘,早
2239,吐,吐,㕘,吐
2240,吓,嚇,吓,嚇
2241,虫,蟲,虫,虫
2242,曲,曲,㕘,曲
2243,团,團,团,団
2244,同,同,㕘,同
2245,吕,呂,吕,呂
2246,吊,吊,㕘,吊
2247,吃,吃,㕘,吃
2248,因,因,㕘,因
2249,吸,吸,㕘,吸
2250,吗,嗎,吗,嗎
2251,屿,嶼,屿,嶼
2252,帆,帆,㕘,帆
2253,岁,歲,岁,歳
2254,回,回,㕘,回
2255,岂,豈,岂,豈
2256,则,則,则,則
2257,刚,剛,刚,剛
2258,网,網,网,網
2259,肉,肉,㕘,肉
2260,年,年,㕘,年
2261,朱,朱,㕘,朱
2262,先,先,㕘,先
2263,丢,丟,丢,丟
2264,舌,舌,㕘,舌
2265,竹,竹,㕘,竹
2266,迁,遷,迁,遷
2267,乔,喬,乔,喬
2268,伟,偉,伟,偉
2269,传,傳,传,伝
2270,乒,乒,㕘,乒
2271,乓,乓,㕘,乓
2272,休,休,㕘,休
2273,伍,伍,㕘,伍
2274,伏,伏,㕘,伏
2275,优,優,优,優
2276,伐,伐,㕘,伐
2277,延,延,㕘,延
2278,仲,仲,㕘,仲
2279,件,件,㕘,件
2280,任,任,㕘,任
2281,伤,傷,伤,傷
2282,价,價,价,価
2283,伦,倫,伦,倫
2284,份,份,㕘,份
2285,仰,仰,㕘,仰
2286,仿,仿,㕘,仿
2287,伙,夥,伙,伙
2288,伪,偽,伪,偽
2289,伊,伊,㕘,伊
2290,似,似,㕘,似
2291,血,血,㕘,血
2292,向,向,㕘,向
2293,行,行,㕘,行
2294,后,後,后,後
2295,舟,舟,㕘,舟
2296,全,全,㕘,全
2297,会,會,会,会
2298,杀,殺,杀,殺
2299,合,合,㕘,合
2300,兆,兆,㕘,兆
2301,企,企,㕘,企
2302,众,眾,众,衆
2303,爷,爺,爷,爺
2304,伞,傘,伞,傘
2305,创,創,创,創
2306,肌,肌,㕘,肌
2307,肋,肋,㕘,肋
2308,朵,朵,㕘,朵
2309,杂,雜,杂,雑
2310,危,危,㕘,危
2311,负,負,负,負
2312,争,爭,争,争
2313,色,色,㕘,色
2314,壮,壯,壮,壮
2315,冲,衝,冲,衝
2316,冰,冰,㕘,氷
2317,庄,莊,庄,荘
2318,庆,慶,庆,慶
2319,亦,亦,㕘,亦
2320,刘,劉,刘,劉
2321,齐,齊,齐,斉
2322,交,交,㕘,交
2323,次,次,㕘,次
2324,衣,衣,㕘,衣
2325,产,產,产,産
2326,决,決,决,決
2327,充,充,㕘,充
2328,妄,妄,㕘,妄
2329,闭,閉,闭,閉
2330,问,問,问,問
2331,闯,闖,闯,闖
2332,并,並,并,並
2333,关,關,关,関
2334,米,米,㕘,米
2335,灯,燈,灯,灯
2336,州,州,洲,州
2337,汗,汗,㕘,汗
2338,污,污,汙,污
2339,江,江,㕘,江
2340,池,池,㕘,池
2341,汤,湯,汤,湯
2342,忙,忙,㕘,忙
2343,兴,興,兴,興
2344,宇,宇,㕘,宇
2345,守,守,㕘,守
2346,宅,宅,㕘,宅
2347,字,字,㕘,字
2348,安,安,㕘,安
2349,讲,講,讲,講
2350,讳,諱,讳,諱
2351,军,軍,军,軍
2352,讶,訝,讶,訝
2353,许,許,许,許
2354,论,論,论,論
2355,讼,訟,讼,訟
2356,农,農,农,農
2357,讽,諷,讽,諷
2358,设,設,设,設
2359,访,訪,访,訪
2360,寻,尋,寻,尋
2361,导,導,导,導
2362,异,異,异,異
2363,孙,孫,孙,孫
2364,阵,陣,阵,陣
2365,阳,陽,阳,陽
2366,收,收,㕘,収
2367,阶,階,阶,階
2368,阴,陰,阴,陰
2369,防,防,㕘,防
2370,奸,奸,㕘,奸
2371,如,如,㕘,如
2372,妇,婦,妇,婦
2373,好,好,㕘,好
2374,她,她,㕘,她
2375,妈,媽,妈,媽
2376,戏,戲,戏,戯
2377,羽,羽,㕘,羽
2378,观,觀,观,観
2379,欢,歡,欢,歓
2380,买,買,买,買
2381,红,紅,红,紅
2382,约,約,约,約
2383,级,級,级,級
2384,纪,紀,纪,紀
2385,驰,馳,驰,馳
2386,巡,巡,㕘,巡
2387,寿,壽,寿,寿
2388,弄,弄,㕘,弄
2389,麦,麥,麦,麦
2390,形,形,㕘,形
2391,进,進,进,進
2392,戒,戒,㕘,戒
2393,吞,吞,㕘,吞
2394,远,遠,远,遠
2395,违,違,违,違
2396,划,劃,划,劃
2397,迈,邁,迈,邁
2398,毕,畢,毕,畢
2399,至,至,㕘,至
2400,此,此,㕘,此
2401,贞,貞,贞,貞
2402,师,師,师,師
2403,尘,塵,尘,塵
2404,尖,尖,㕘,尖
2405,劣,劣,㕘,劣
2406,光,光,㕘,光
2407,当,當,当,当
2408,早,早,㕘,早
2409,吐,吐,㕘,吐
2410,吓,嚇,吓,嚇
2411,虫,蟲,虫,虫
2412,曲,曲,㕘,曲
2413,团,團,团,団
2414,同,同,㕘,同
2415,吕,呂,吕,呂
2416,吊,吊,㕘,吊
2417,吃,吃,㕘,吃
2418,因,因,㕘,因
2419,吸,吸,㕘,吸
2420,吗,嗎,吗,嗎
2421,屿,嶼,屿,嶼
2422,帆,帆,㕘,帆
2423,岁,歲,岁,歳
2424,回,回,㕘,回
2425,岂,豈,岂,豈
2426,则,則,则,則
2427,刚,剛,刚,剛
2428,网,網,网,網
2429,肉,肉,㕘,肉
2430,年,年,㕘,年
2431,朱,朱,㕘,朱
2432,先,先,㕘,先
2433,丢,丟,丢,丟
2434,舌,舌,㕘,舌
2435,竹,竹,㕘,竹
2436,迁,遷,迁,遷
2437,乔,喬,乔,喬
2438,伟,偉,伟,偉
2439,传,傳,传,伝
2440,乒,乒,㕘,乒
2441,乓,乓,㕘,乓
2442,休,休,㕘,休
2443,伍,伍,㕘,伍
2444,伏,伏,㕘,伏
2445,优,優,优,優
2446,伐,伐,㕘,伐
2447,延,延,㕘,延
2448,仲,仲,㕘,仲
2449,件,件,㕘,件
2450,任,任,㕘,任
2451,伤,傷,伤,傷
2452,价,價,价,価
2453,伦,倫,伦,倫
2454,份,份,㕘,份
2455,仰,仰,㕘,仰
2456,仿,仿,㕘,仿
2457,伙,夥,伙,伙
2458,伪,偽,伪,偽
2459,伊,伊,㕘,伊
2460,似,似,㕘,似
2461,血,血,㕘,血
2462,向,向,㕘,向
2463,行,行,㕘,行
2464,后,後,后,後
2465,舟,舟,㕘,舟
2466,全,全,㕘,全
2467,会,會,会,会
2468,杀,殺,杀,殺
2469,合,合,㕘,合
2470,兆,兆,㕘,兆
2471,企,企,㕘,企
2472,众,眾,众,衆
2473,爷,爺,爷,爺
2474,伞,傘,伞,傘
2475,创,創,创,創
2476,肌,肌,㕘,肌
2477,肋,肋,㕘,肋
2478,朵,朵,㕘,朵
2479,杂,雜,杂,雑
2480,危,危,㕘,危
2481,负,負,负,負
2482,争,爭,争,争
2483,色,色,㕘,色
2484,壮,壯,壮,壮
2485,冲,衝,冲,衝
2486,冰,冰,㕘,氷
2487,庄,莊,庄,荘
2488,庆,慶,庆,慶
2489,亦,亦,㕘,亦
2490,刘,劉,刘,劉
2491,齐,齊,齐,斉
2492,交,交,㕘,交
2493,次,次,㕘,次
2494,衣,衣,㕘,衣
2495,产,產,产,産
2496,决,決,决,決
2497,充,充,㕘,充
2498,妄,妄,㕘,妄
2499,闭,閉,闭,閉
2500,问,問,问,問
2501,闯,闖,闯,闖
2502,并,並,并,並
2503,关,關,关,関
2504,米,米,㕘,米
2505,灯,燈,灯,灯
2506,州,州,洲,州
2507,汗,汗,㕘,汗
2508,污,污,汙,污
2509,江,江,㕘,江
2510,池,池,㕘,池
2511,汤,湯,汤,湯
2512,忙,忙,㕘,忙
2513,兴,興,兴,興
2514,宇,宇,㕘,宇
2515,守,守,㕘,守
2516,宅,宅,㕘,宅
2517,字,字,㕘,字
2518,安,安,㕘,安
2519,讲,講,讲,講
2520,讳,諱,讳,諱
2521,军,軍,军,軍
2522,讶,訝,讶,訝
2523,许,許,许,許
2524,论,論,论,論
2525,讼,訟,讼,訟
2526,农,農,农,農
2527,讽,諷,讽,諷
2528,设,設,设,設
2529,访,訪,访,訪
2530,寻,尋,寻,尋
2531,导,導,导,導
2532,异,異,异,異
2533,孙,孫,孙,孫
2534,阵,陣,阵,陣
2535,阳,陽,阳,陽
2536,收,收,㕘,収
2537,阶,階,阶,階
2538,阴,陰,阴,陰
2539,防,防,㕘,防
2540,奸,奸,㕘,奸
2541,如,如,㕘,如
2542,妇,婦,妇,婦
2543,好,好,㕘,好
2544,她,她,㕘,她
2545,妈,媽,妈,媽
2546,戏,戲,戏,戯
2547,羽,羽,㕘,羽
2548,观,觀,观,観
2549,欢,歡,欢,歓
2550,买,買,买,買
2551,红,紅,红,紅
2552,约,約,约,約
2553,级,級,级,級
2554,纪,紀,纪,紀
2555,驰,馳,驰,馳
2556,巡,巡,㕘,巡
2557,寿,壽,寿,寿
2558,弄,弄,㕘,弄
2559,麦,麥,麦,麦
2560,形,形,㕘,形
2561,进,進,进,進
2562,戒,戒,㕘,戒
2563,吞,吞,㕘,吞
2564,远,遠,远,遠
2565,违,違,违,違
2566,划,劃,划,劃
2567,迈,邁,迈,邁
2568,毕,畢,毕,畢
2569,至,至,㕘,至
2570,此,此,㕘,此
2571,贞,貞,贞,貞
2572,师,師,师,師
2573,尘,塵,尘,塵
2574,尖,尖,㕘,尖
2575,劣,劣,㕘,劣
2576,光,光,㕘,光
2577,当,當,当,当
2578,早,早,㕘,早
2579,吐,吐,㕘,吐
2580,吓,嚇,吓,嚇
2581,虫,蟲,虫,虫
2582,曲,曲,㕘,曲
2583,团,團,团,団
2584,同,同,㕘,同
2585,吕,呂,吕,呂
2586,吊,吊,㕘,吊
2587,吃,吃,㕘,吃
2588,因,因,㕘,因
2589,吸,吸,㕘,吸
2590,吗,嗎,吗,嗎
2591,屿,嶼,屿,嶼
2592,帆,帆,㕘,帆
2593,岁,歲,岁,歳
2594,回,回,㕘,回
2595,岂,豈,岂,豈
2596,则,則,则,則
2597,刚,剛,刚,剛
2598,网,網,网,網
2599,肉,肉,㕘,肉
2600,年,年,㕘,年
2601,朱,朱,㕘,朱
2602,先,先,㕘,先
2603,丢,丟,丢,丟
2604,舌,舌,㕘,舌
2605,竹,竹,㕘,竹
2606,迁,遷,迁,遷
2607,乔,喬,乔,喬
2608,伟,偉,伟,偉
2609,传,傳,传,伝
2610,乒,乒,㕘,乒
2611,乓,乓,㕘,乓
2612,休,休,㕘,休
2613,伍,伍,㕘,伍
2614,伏,伏,㕘,伏
2615,优,優,优,優
2616,伐,伐,㕘,伐
2617,延,延,㕘,延
2618,仲,仲,㕘,仲
2619,件,件,㕘,件
2620,任,任,㕘,任
2621,伤,傷,伤,傷
2622,价,價,价,価
2623,伦,倫,伦,倫
2624,份,份,㕘,份
2625,仰,仰,㕘,仰
2626,仿,仿,㕘,仿
2627,伙,夥,伙,伙
2628,伪,偽,伪,偽
2629,伊,伊,㕘,伊
2630,似,似,㕘,似
2631,血,血,㕘,血
2632,向,向,㕘,向
2633,行,行,㕘,行
2634,后,後,后,後
2635,舟,舟,㕘,舟
2636,全,全,㕘,全
2637,会,會,会,会
2638,杀,殺,杀,殺
2639,合,合,㕘,合
2640,兆,兆,㕘,兆
2641,企,企,㕘,企
2642,众,眾,众,衆
2643,爷,爺,爷,爺
2644,伞,傘,伞,傘
2645,创,創,创,創
2646,肌,肌,㕘,肌
2647,肋,肋,㕘,肋
2648,朵,朵,㕘,朵
2649,杂,雜,杂,雑
2650,危,危,㕘,危
2651,负,負,负,負
2652,争,爭,争,争
2653,色,色,㕘,色
2654,壮,壯,壮,壮
2655,冲,衝,冲,衝
2656,冰,冰,㕘,氷
2657,庄,莊,庄,荘
2658,庆,慶,庆,慶
2659,亦,亦,㕘,亦
2660,刘,劉,刘,劉
2661,齐,齊,齐,斉
2662,交,交,㕘,交
2663,次,次,㕘,次
2664,衣,衣,㕘,衣
2665,产,產,产,産
2666,决,決,决,決
2667,充,充,㕘,充
2668,妄,妄,㕘,妄
2669,闭,閉,闭,閉
2670,问,問,问,問
2671,闯,闖,闯,闖
2672,并,並,并,並
2673,关,關,关,関
2674,米,米,㕘,米
2675,灯,燈,灯,灯
2676,州,州,洲,州
2677,汗,汗,㕘,汗
2678,污,污,汙,污
2679,江,江,㕘,江
2680,池,池,㕘,池
2681,汤,湯,汤,湯
2682,忙,忙,㕘,忙
2683,兴,興,兴,興
2684,宇,宇,㕘,宇
2685,守,守,㕘,守
2686,宅,宅,㕘,宅
2687,字,字,㕘,字
2688,安,安,㕘,安
2689,讲,講,讲,講
2690,讳,諱,讳,諱
2691,军,軍,军,軍
2692,讶,訝,讶,訝
2693,许,許,许,許
2694,论,論,论,論
2695,讼,訟,讼,訟
2696,农,農,农,農
2697,讽,諷,讽,諷
2698,设,設,设,設
2699,访,訪,访,訪
2700,寻,尋,寻,尋
2701,导,導,导,導
2702,异,異,异,異
2703,孙,孫,孙,孫
2704,阵,陣,阵,陣
2705,阳,陽,阳,陽
2706,收,收,㕘,収
2707,阶,階,阶,階
2708,阴,陰,阴,陰
2709,防,防,㕘,防
2710,奸,奸,㕘,奸
2711,如,如,㕘,如
2712,妇,婦,妇,婦
2713,好,好,㕘,好
2714,她,她,㕘,她
2715,妈,媽,妈,媽
2716,戏,戲,戏,戯
2717,羽,羽,㕘,羽
2718,观,觀,观,観
2719,欢,歡,欢,歓
2720,买,買,买,買
2721,红,紅,红,紅
2722,约,約,约,約
2723,级,級,级,級
2724,纪,紀,纪,紀
2725,驰,馳,驰,馳
2726,巡,巡,㕘,巡
2727,寿,壽,寿,寿
2728,弄,弄,㕘,弄
2729,麦,麥,麦,麦
2730,形,形,㕘,形
2731,进,進,进,進
2732,戒,戒,㕘,戒
2733,吞,吞,㕘,吞
2734,远,遠,远,遠
2735,违,違,违,違
2736,划,劃,划,劃
2737,迈,邁,迈,邁
2738,毕,畢,毕,畢
2739,至,至,㕘,至
2740,此,此,㕘,此
2741,贞,貞,贞,貞
2742,师,師,师,師
2743,尘,塵,尘,塵
2744,尖,尖,㕘,尖
2745,劣,劣,㕘,劣
2746,光,光,㕘,光
2747,当,當,当,当
2748,早,早,㕘,早
2749,吐,吐,㕘,吐
2750,吓,嚇,吓,嚇
2751,虫,蟲,虫,虫
2752,曲,曲,㕘,曲
2753,团,團,团,団
2754,同,同,㕘,同
2755,吕,呂,吕,呂
2756,吊,吊,㕘,吊
2757,吃,吃,㕘,吃
2758,因,因,㕘,因
2759,吸,吸,㕘,吸
2760,吗,嗎,吗,嗎
2761,屿,嶼,屿,嶼
2762,帆,帆,㕘,帆
2763,岁,歲,岁,歳
2764,回,回,㕘,回
2765,岂,豈,岂,豈
2766,则,則,则,則
2767,刚,剛,刚,剛
2768,网,網,网,網
2769,肉,肉,㕘,肉
2770,年,年,㕘,年
2771,朱,朱,㕘,朱
2772,先,先,㕘,先
2773,丢,丟,丢,丟
2774,舌,舌,㕘,舌
2775,竹,竹,㕘,竹
2776,迁,遷,迁,遷
2777,乔,喬,乔,喬
2778,伟,偉,伟,偉
2779,传,傳,传,伝
2780,乒,乒,㕘,乒
2781,乓,乓,㕘,乓
2782,休,休,㕘,休
2783,伍,伍,㕘,伍
2784,伏,伏,㕘,伏
2785,优,優,优,優
2786,伐,伐,㕘,伐
2787,延,延,㕘,延
2788,仲,仲,㕘,仲
2789,件,件,㕘,件
2790,任,任,㕘,任
2791,伤,傷,伤,傷
2792,价,價,价,価
2793,伦,倫,伦,倫
2794,份,份,㕘,份
2795,仰,仰,㕘,仰
2796,仿,仿,㕘,仿
2797,伙,夥,伙,伙
2798,伪,偽,伪,偽
2799,伊,伊,㕘,伊
2800,似,似,㕘,似
2801,血,血,㕘,血
2802,向,向,㕘,向
2803,行,行,㕘,行
2804,后,後,后,後
2805,舟,舟,㕘,舟
2806,全,全,㕘,全
2807,会,會,会,会
2808,杀,殺,杀,殺
2809,合,合,㕘,合
2810,兆,兆,㕘,兆
2811,企,企,㕘,企
2812,众,眾,众,衆
2813,爷,爺,爷,爺
2814,伞,傘,伞,傘
2815,创,創,创,創
2816,肌,肌,㕘,肌
2817,肋,肋,㕘,肋
2818,朵,朵,㕘,朵
2819,杂,雜,杂,雑
2820,危,危,㕘,危
2821,负,負,负,負
2822,争,爭,争,争
2823,色,色,㕘,色
2824,壮,壯,壮,壮
2825,冲,衝,冲,衝
2826,冰,冰,㕘,氷
2827,庄,莊,庄,荘
2828,庆,慶,庆,慶
2829,亦,亦,㕘,亦
2830,刘,劉,刘,劉
2831,齐,齊,齐,斉
2832,交,交,㕘,交
2833,次,次,㕘,次
2834,衣,衣,㕘,衣
2835,产,產,产,産
2836,决,決,决,決
2837,充,充,㕘,充
2838,妄,妄,㕘,妄
2839,闭,閉,闭,閉
2840,问,問,问,問
2841,闯,闖,闯,闖
2842,并,並,并,並
2843,关,關,关,関
2844,米,米,㕘,米
2845,灯,燈,灯,灯
2846,州,州,洲,州
2847,汗,汗,㕘,汗
2848,污,污,汙,污
2849,江,江,㕘,江
2850,池,池,㕘,池
2851,汤,湯,汤,湯
2852,忙,忙,㕘,忙
2853,兴,興,兴,興
2854,宇,宇,㕘,宇
2855,守,守,㕘,守
2856,宅,宅,㕘,宅
2857,字,字,㕘,字
2858,安,安,㕘,安
2859,讲,講,讲,講
2860,讳,諱,讳,諱
2861,军,軍,军,軍
2862,讶,訝,讶,訝
2863,许,許,许,許
2864,论,論,论,論
2865,讼,訟,讼,訟
2866,农,農,农,農
2867,讽,諷,讽,諷
2868,设,設,设,設
2869,访,訪,访,訪
2870,寻,尋,寻,尋
2871,导,導,导,導
2872,异,異,异,異
2873,孙,孫,孙,孫
2874,阵,陣,阵,陣
2875,阳,陽,阳,陽
2876,收,收,㕘,収
2877,阶,階,阶,階
2878,阴,陰,阴,陰
2879,防,防,㕘,防
2880,奸,奸,㕘,奸
2881,如,如,㕘,如
2882,妇,婦,妇,婦
2883,好,好,㕘,好
2884,她,她,㕘,她
2885,妈,媽,妈,媽
2886,戏,戲,戏,戯
2887,羽,羽,㕘,羽
2888,观,觀,观,観
2889,欢,歡,欢,歓
2890,买,買,买,買
2891,红,紅,红,紅
2892,约,約,约,約
2893,级,級,级,級
2894,纪,紀,纪,紀
2895,驰,馳,驰,馳
2896,巡,巡,㕘,巡
2897,寿,壽,寿,寿
2898,弄,弄,㕘,弄
2899,麦,麥,麦,麦
2900,形,形,㕘,形
2901,进,進,进,進
2902,戒,戒,㕘,戒
2903,吞,吞,㕘,吞
2904,远,遠,远,遠
2905,违,違,违,違
2906,划,劃,划,劃
2907,迈,邁,迈,邁
2908,毕,畢,毕,畢
2909,至,至,㕘,至
2910,此,此,㕘,此
2911,贞,貞,贞,貞
2912,师,師,师,師
2913,尘,塵,尘,塵
2914,尖,尖,㕘,尖
2915,劣,劣,㕘,劣
2916,光,光,㕘,光
2917,当,當,当,当
2918,早,早,㕘,早
2919,吐,吐,㕘,吐
2920,吓,嚇,吓,嚇
2921,虫,蟲,虫,虫
2922,曲,曲,㕘,曲
2923,团,團,团,団
2924,同,同,㕘,同
2925,吕,呂,吕,呂
2926,吊,吊,㕘,吊
2927,吃,吃,㕘,吃
2928,因,因,㕘,因
2929,吸,吸,㕘,吸
2930,吗,嗎,吗,嗎
2931,屿,嶼,屿,嶼
2932,帆,帆,㕘,帆
2933,岁,歲,岁,歳
2934,回,回,㕘,回
2935,岂,豈,岂,豈
2936,则,則,则,則
2937,刚,剛,刚,剛
2938,网,網,网,網
2939,肉,肉,㕘,肉
2940,年,年,㕘,年
2941,朱,朱,㕘,朱
2942,先,先,㕘,先
2943,丢,丟,丢,丟
2944,舌,舌,㕘,舌
2945,竹,竹,㕘,竹
2946,迁,遷,迁,遷
2947,乔,喬,乔,喬
2948,伟,偉,伟,偉
2949,传,傳,传,伝
2950,乒,乒,㕘,乒
2951,乓,乓,㕘,乓
2952,休,休,㕘,休
2953,伍,伍,㕘,伍
2954,伏,伏,㕘,伏
2955,优,優,优,優
2956,伐,伐,㕘,伐
2957,延,延,㕘,延
2958,仲,仲,㕘,仲
2959,件,件,㕘,件
2960,任,任,㕘,任
2961,伤,傷,伤,傷
2962,价,價,价,価
2963,伦,倫,伦,倫
2964,份,份,㕘,份
2965,仰,仰,㕘,仰
2966,仿,仿,㕘,仿
2967,伙,夥,伙,伙
2968,伪,偽,伪,偽
2969,伊,伊,㕘,伊
2970,似,似,㕘,似
2971,血,血,㕘,血
2972,向,向,㕘,向
2973,行,行,㕘,行
2974,后,後,后,後
2975,舟,舟,㕘,舟
2976,全,全,㕘,全
2977,会,會,会,会
2978,杀,殺,杀,殺
2979,合,合,㕘,合
2980,兆,兆,㕘,兆
2981,企,企,㕘,企
2982,众,眾,众,衆
2983,爷,爺,爷,爺
2984,伞,傘,伞,傘
2985,创,創,创,創
2986,肌,肌,㕘,肌
2987,肋,肋,㕘,肋
2988,朵,朵,㕘,朵
2989,杂,雜,杂,雑
2990,危,危,㕘,危
2991,负,負,负,負
2992,争,爭,争,争
2993,色,色,㕘,色
2994,壮,壯,壮,壮
2995,冲,衝,冲,衝
2996,冰,冰,㕘,氷
2997,庄,莊,庄,荘
2998,庆,慶,庆,慶
2999,亦,亦,㕘,亦
3000,刘,劉,刘,劉
3001,齐,齊,齐,斉
3002,交,交,㕘,交
3003,次,次,㕘,次
3004,衣,衣,㕘,衣
3005,产,產,产,産
3006,决,決,决,決
3007,充,充,㕘,充
3008,妄,妄,㕘,妄
3009,闭,閉,闭,閉
3010,问,問,问,問
3011,闯,闖,闯,闖
3012,并,並,并,並
3013,关,關,关,関
3014,米,米,㕘,米
3015,灯,燈,灯,灯
3016,州,州,洲,州
3017,汗,汗,㕘,汗
3018,污,污,汙,污
3019,江,江,㕘,江
3020,池,池,㕘,池
3021,汤,湯,汤,湯
3022,忙,忙,㕘,忙
3023,兴,興,兴,興
3024,宇,宇,㕘,宇
3025,守,守,㕘,守
3026,宅,宅,㕘,宅
3027,字,字,㕘,字
3028,安,安,㕘,安
3029,讲,講,讲,講
3030,讳,諱,讳,諱
3031,军,軍,军,軍
3032,讶,訝,讶,訝
3033,许,許,许,許
3034,论,論,论,論
3035,讼,訟,讼,訟
3036,农,農,农,農
3037,讽,諷,讽,諷
3038,设,設,设,設
3039,访,訪,访,訪
3040,寻,尋,寻,尋
3041,导,導,导,導
3042,异,異,异,異
3043,孙,孫,孙,孫
3044,阵,陣,阵,陣
3045,阳,陽,阳,陽
3046,收,收,㕘,収
3047,阶,階,阶,階
3048,阴,陰,阴,陰
3049,防,防,㕘,防
3050,奸,奸,㕘,奸
3051,如,如,㕘,如
3052,妇,婦,妇,婦
3053,好,好,㕘,好
3054,她,她,㕘,她
3055,妈,媽,妈,媽
3056,戏,戲,戏,戯
3057,羽,羽,㕘,羽
3058,观,觀,观,観
3059,欢,歡,欢,歓
3060,买,買,买,買
3061,红,紅,红,紅
3062,约,約,约,約
3063,级,級,级,級
3064,纪,紀,纪,紀
3065,驰,馳,驰,馳
3066,巡,巡,㕘,巡
3067,寿,壽,寿,寿
3068,弄,弄,㕘,弄
3069,麦,麥,麦,麦
3070,形,形,㕘,形
3071,进,進,进,進
3072,戒,戒,㕘,戒
