序号,简体,繁体,异体,日文
2496,送,送,送,送
2497,诉,訴,诉,訴
2498,速,速,速,速
2499,岁,歲,岁,歳
2500,他,他,他,他
2501,它,它,它,它
2502,太,太,太,太
2503,提,提,提,提
2504,体,體,体,体
2505,天,天,天,天
2506,条,條,条,条
2507,听,聽,听,聴
2508,通,通,通,通
2509,同,同,同,同
2510,头,頭,头,頭
2511,土,土,土,土
2512,外,外,外,外
2513,完,完,完,完
2514,万,萬,万,万
2515,王,王,王,王
2516,网,網,网,網
2517,为,為,为,為
2518,位,位,位,位
2519,文,文,文,文
2520,我,我,我,我
2521,无,無,无,無
2522,五,五,五,五
2523,西,西,西,西
2524,习,習,习,習
2525,系,系統,系,系
2526,下,下,下,下
2527,先,先,先,先
2528,现,現,现,現
2529,相,相,相,相
2530,想,想,想,想
2531,向,向,向,向
2532,象,象,象,象
2533,小,小,小,小
2534,校,校,校,校
2535,些,些,些,些
2536,写,寫,写,写
2537,谢,謝,谢,謝
2538,心,心,心,心
2539,新,新,新,新
2540,信,信,信,信
2541,兴,興,兴,興
2542,星,星,星,星
2543,行,行,行,行
2544,形,形,形,形
2545,性,性,性,性
2546,休,休,休,休
2547,须,須,须,須
2548,学,學,学,学
2549,言,言,言,言
2550,研,研,研,研
2551,阳,陽,阳,陽
2552,样,樣,样,様
2553,要,要,要,要
2554,也,也,也,也
2555,业,業,业,業
2556,页,頁,页,頁
2557,一,一,一,一
2558,医,醫,医,医
2559,已,已,已,已
2560,以,以,以,以
2561,意,意,意,意
2562,义,義,义,義
2563,因,因,因,因
2564,阴,陰,阴,陰
2565,应,應,应,応
2566,用,用,用,用
2567,由,由,由,由
2568,有,有,有,有
2569,又,又,又,又
2570,于,於,于,於
2571,鱼,魚,鱼,魚
2572,雨,雨,雨,雨
2573,语,語,语,語
2574,元,元,元,元
2575,远,遠,远,遠
2576,院,院,院,院
2577,月,月,月,月
2578,云,雲,云,雲
2579,运,運,运,運
2580,再,再,再,再
2581,在,在,在,在
2582,早,早,早,早
2583,怎,怎,怎,怎
2584,增,增,增,増
2585,展,展,展,展
2586,站,站,站,站
2587,张,張,张,張
2588,长,長,长,長
2589,找,找,找,找
2590,这,這,这,這
2591,真,真,真,真
2592,正,正,正,正
2593,知,知,知,知
2594,之,之,之,之
2595,只,只,只,只
2596,指,指,指,指
2597,至,至,至,至
2598,志,志,志,志
2599,中,中,中,中
2600,种,種,种,種
2601,重,重,重,重
2602,主,主,主,主
2603,住,住,住,住
2604,子,子,子,子
2605,自,自,自,自
2606,字,字,字,字
2607,走,走,走,走
2608,组,組,组,組
2609,最,最,最,最
2610,作,作,作,作
2611,左,左,左,左
2612,右,右,右,右
2613,本,本,本,本
2614,表,表,表,表
2615,标,標,标,標
2616,步,步,步,歩
2617,部,部,部,部
2618,才,才,才,才
2619,彩,彩,彩,彩
2620,菜,菜,菜,菜
2621,参,參,参,参
2622,草,草,草,草
2623,层,層,层,層
2624,察,察,察,察
2625,差,差,差,差
2626,常,常,常,常
2627,场,場,场,場
2628,唱,唱,唱,唱
2629,朝,朝,朝,朝
2630,陈,陳,陈,陳
2631,称,稱,称,称
2632,城,城,城,城
2633,程,程,程,程
2634,吃,吃,吃,吃
2635,持,持,持,持
2636,充,充,充,充
2637,初,初,初,初
2638,除,除,除,除
2639,楚,楚,楚,楚
2640,处,處,处,処
2641,川,川,川,川
2642,船,船,船,船
2643,窗,窗,窗,窓
2644,春,春,春,春
2645,词,詞,词,詞
2646,次,次,次,次
2647,从,從,从,従
2648,村,村,村,村
2649,存,存,存,存
2650,错,錯,错,錯
2651,答,答,答,答
2652,打,打,打,打
2653,大,大,大,大
2654,代,代,代,代
2655,带,帶,带,帯
2656,单,單,单,単
2657,但,但,但,但
2658,当,當,当,当
2659,党,黨,党,党
2660,道,道,道,道
2661,德,德,德,徳
2662,等,等,等,等
2663,低,低,低,低
2664,敌,敵,敌,敵
2665,底,底,底,底
2666,地,地,地,地
2667,第,第,第,第
2668,点,點,点,点
2669,电,電,电,電
2670,调,調,调,調
2671,定,定,定,定
2672,东,東,东,東
2673,冬,冬,冬,冬
2674,动,動,动,動
2675,都,都,都,都
2676,读,讀,读,読
2677,度,度,度,度
2678,段,段,段,段
2679,对,對,对,対
2680,多,多,多,多
2681,而,而,而,而
2682,儿,兒,儿,児
2683,尔,爾,尔,爾
2684,二,二,二,二
2685,发,發,发,発
2686,法,法,法,法
2687,反,反,反,反
2688,方,方,方,方
2689,放,放,放,放
2690,飞,飛,飞,飛
2691,非,非,非,非
2692,分,分,分,分
2693,份,份,份,份
2694,风,風,风,風
2695,夫,夫,夫,夫
2696,服,服,服,服
2697,福,福,福,福
2698,府,府,府,府
2699,父,父,父,父
2700,付,付,付,付
2701,妇,婦,妇,婦
2702,复,復,复,復
2703,该,該,该,該
2704,改,改,改,改
2705,干,乾,干,干
2706,感,感,感,感
2707,刚,剛,刚,剛
2708,高,高,高,高
2709,告,告,告,告
2710,哥,哥,哥,哥
2711,歌,歌,歌,歌
2712,革,革,革,革
2713,格,格,格,格
2714,个,個,个,個
2715,各,各,各,各
2716,给,給,给,給
2717,根,根,根,根
2718,跟,跟,跟,跟
2719,更,更,更,更
2720,工,工,工,工
2721,公,公,公,公
2722,功,功,功,功
2723,共,共,共,共
2724,够,夠,够,够
2725,姑,姑,姑,姑
2726,古,古,古,古
2727,故,故,故,故
2728,顾,顧,顾,顧
2729,关,關,关,関
2730,观,觀,观,観
2731,官,官,官,官
2732,管,管,管,管
2733,光,光,光,光
2734,广,廣,广,広
2735,规,規,规,規
2736,国,國,国,国
2737,果,果,果,果
2738,过,過,过,過
2739,海,海,海,海
2740,害,害,害,害
2741,好,好,好,好
2742,号,號,号,号
2743,河,河,河,河
2744,和,和,和,和
2745,合,合,合,合
2746,何,何,何,何
2747,黑,黑,黑,黒
2748,很,很,很,很
2749,红,紅,红,紅
2750,后,後,后,後
2751,候,候,候,候
2752,花,花,花,花
2753,华,華,华,華
2754,画,畫,画,画
2755,划,劃,划,劃
2756,化,化,化,化
2757,话,話,话,話
2758,还,還,还,還
2759,回,回,回,回
2760,会,會,会,会
2761,活,活,活,活
2762,火,火,火,火
2763,机,機,机,機
2764,基,基,基,基
2765,及,及,及,及
2766,级,級,级,級
2767,极,極,极,極
2768,几,幾,几,幾
2769,己,己,己,己
2770,记,記,记,記
2771,计,計,计,計
2772,家,家,家,家
2773,加,加,加,加
2774,间,間,间,間
2775,件,件,件,件
2776,见,見,见,見
2777,建,建,建,建
2778,将,將,将,将
2779,江,江,江,江
2780,教,教,教,教
2781,交,交,交,交
2782,角,角,角,角
2783,叫,叫,叫,叫
2784,节,節,节,節
2785,结,結,结,結
2786,解,解,解,解
2787,界,界,界,界
2788,今,今,今,今
2789,金,金,金,金
2790,紧,緊,紧,緊
2791,进,進,进,進
2792,近,近,近,近
2793,京,京,京,京
2794,经,經,经,経
2795,精,精,精,精
2796,九,九,九,九
2797,就,就,就,就
2798,旧,舊,旧,旧
2799,军,軍,军,軍
2800,开,開,开,開
2801,看,看,看,看
2802,科,科,科,科
2803,可,可,可,可
2804,客,客,客,客
2805,课,課,课,課
2806,空,空,空,空
2807,口,口,口,口
2808,苦,苦,苦,苦
2809,快,快,快,快
2810,拉,拉,拉,拉
2811,来,來,来,来
2812,老,老,老,老
2813,乐,樂,乐,楽
2814,了,了,了,了
2815,类,類,类,類
2816,里,裏,里,裏
2817,力,力,力,力
2818,立,立,立,立
2819,利,利,利,利
2820,例,例,例,例
2821,联,聯,联,聯
2822,连,連,连,連
2823,两,兩,两,両
2824,量,量,量,量
2825,林,林,林,林
2826,领,領,领,領
2827,令,令,令,令
2828,流,流,流,流
2829,六,六,六,六
2830,龙,龍,龙,竜
2831,路,路,路,路
2832,论,論,论,論
2833,妈,媽,妈,媽
2834,马,馬,马,馬
2835,吗,嗎,吗,嗎
2836,买,買,买,買
2837,满,滿,满,満
2838,么,麼,么,麼
2839,没,沒,没,没
2840,每,每,每,每
2841,门,門,门,門
2842,们,們,们,們
2843,米,米,米,米
2844,面,面,面,面
2845,民,民,民,民
2846,名,名,名,名
2847,明,明,明,明
2848,目,目,目,目
2849,那,那,那,那
2850,难,難,难,難
2851,你,你,你,你
2852,年,年,年,年
2853,念,念,念,念
2854,牛,牛,牛,牛
2855,农,農,农,農
2856,女,女,女,女
2857,跑,跑,跑,跑
2858,朋,朋,朋,朋
2859,皮,皮,皮,皮
2860,片,片,片,片
2861,品,品,品,品
2862,平,平,平,平
2863,七,七,七,七
2864,期,期,期,期
2865,起,起,起,起
2866,气,氣,气,気
2867,千,千,千,千
2868,前,前,前,前
2869,钱,錢,钱,銭
2870,强,強,强,強
2871,且,且,且,且
2872,亲,親,亲,親
2873,青,青,青,青
2874,清,清,清,清
2875,情,情,情,情
2876,秋,秋,秋,秋
2877,去,去,去,去
2878,全,全,全,全
2879,然,然,然,然
2880,让,讓,让,譲
2881,人,人,人,人
2882,任,任,任,任
2883,日,日,日,日
2884,容,容,容,容
2885,如,如,如,如
2886,三,三,三,三
2887,色,色,色,色
2888,山,山,山,山
2889,上,上,上,上
2890,少,少,少,少
2891,社,社,社,社
2892,设,設,设,設
2893,身,身,身,身
2894,什,什,什,什
2895,生,生,生,生
2896,师,師,师,師
2897,十,十,十,十
2898,时,時,时,時
2899,识,識,识,識
2900,实,實,实,実
2901,食,食,食,食
2902,史,史,史,史
2903,使,使,使,使
2904,世,世,世,世
2905,事,事,事,事
2906,是,是,是,是
2907,市,市,市,市
2908,示,示,示,示
2909,式,式,式,式
2910,室,室,室,室
2911,手,手,手,手
2912,首,首,首,首
2913,受,受,受,受
2914,书,書,书,書
2915,术,術,术,術
2916,数,數,数,数
2917,树,樹,树,樹
2918,双,雙,双,双
2919,水,水,水,水
2920,说,說,说,説
2921,思,思,思,思
2922,司,司,司,司
2923,四,四,四,四
2924,送,送,送,送
2925,诉,訴,诉,訴
2926,速,速,速,速
2927,岁,歲,岁,歳
2928,他,他,他,他
2929,它,它,它,它
2930,太,太,太,太
2931,提,提,提,提
2932,体,體,体,体
2933,天,天,天,天
2934,条,條,条,条
2935,听,聽,听,聴
2936,通,通,通,通
2937,同,同,同,同
2938,头,頭,头,頭
2939,土,土,土,土
2940,外,外,外,外
2941,完,完,完,完
2942,万,萬,万,万
2943,王,王,王,王
2944,网,網,网,網
2945,为,為,为,為
2946,位,位,位,位
2947,文,文,文,文
2948,我,我,我,我
2949,无,無,无,無
2950,五,五,五,五
2951,西,西,西,西
2952,习,習,习,習
2953,系,系統,系,系
2954,下,下,下,下
2955,先,先,先,先
2956,现,現,现,現
2957,相,相,相,相
2958,想,想,想,想
2959,向,向,向,向
2960,象,象,象,象
2961,小,小,小,小
2962,校,校,校,校
2963,些,些,些,些
2964,写,寫,写,写
2965,谢,謝,谢,謝
2966,心,心,心,心
2967,新,新,新,新
2968,信,信,信,信
2969,兴,興,兴,興
2970,星,星,星,星
2971,行,行,行,行
2972,形,形,形,形
2973,性,性,性,性
2974,休,休,休,休
2975,须,須,须,須
2976,学,學,学,学
2977,言,言,言,言
2978,研,研,研,研
2979,阳,陽,阳,陽
2980,样,樣,样,様
2981,要,要,要,要
2982,也,也,也,也
2983,业,業,业,業
2984,页,頁,页,頁
2985,一,一,一,一
2986,医,醫,医,医
2987,已,已,已,已
2988,以,以,以,以
2989,意,意,意,意
2990,义,義,义,義
2991,因,因,因,因
2992,阴,陰,阴,陰
2993,应,應,应,応
2994,用,用,用,用
2995,由,由,由,由
2996,有,有,有,有
2997,又,又,又,又
2998,于,於,于,於
2999,鱼,魚,鱼,魚
3000,雨,雨,雨,雨
